timestamp,speed,vehicle_count,distance,traffic_density
2024-11-02 00:34:32,-1.0,15,90,0.93
2024-11-02 00:34:33,-5.0,19,97,0.67
2024-11-02 00:34:34,4.0,8,43,0.78
2024-11-02 00:34:35,4.0,19,59,0.66
2024-11-02 00:34:36,1.0,16,40,0.91
2024-11-02 00:34:37,-5.0,10,109,0.72
2024-11-02 00:34:38,2.0,17,109,0.49
2024-11-02 00:34:39,3.0,6,64,0.78
2024-11-02 00:34:40,4.0,10,107,0.38
2024-11-02 00:34:41,0.0,7,74,0.6
2024-11-02 00:34:42,4.0,7,86,0.74
2024-11-02 00:34:43,1.0,20,106,0.43
2024-11-02 00:34:44,-1.0,23,44,0.6
2024-11-02 00:34:45,-1.0,20,78,0.35
2024-11-02 00:34:46,-3.0,17,51,0.94
2024-11-02 00:34:47,-1.0,8,124,0.55
2024-11-02 00:34:48,4.0,22,60,0.62
2024-11-02 00:34:49,1.0,18,74,0.91
2024-11-02 00:34:50,2.0,7,113,0.85
2024-11-02 00:34:51,-1.0,14,77,0.37
2024-11-02 00:34:52,4.0,5,42,0.5
2024-11-02 00:34:53,-2.0,19,116,0.42
2024-11-02 00:34:54,-2.0,22,103,0.55
2024-11-02 00:34:55,-2.0,13,101,0.78
2024-11-02 00:34:56,4.0,15,86,0.4
2024-11-02 00:34:57,2.0,21,47,0.77
2024-11-02 00:34:58,2.0,10,66,0.88
2024-11-02 00:34:59,-3.0,25,113,0.39
2024-11-02 00:35:00,5.0,10,76,0.48
2024-11-02 00:35:01,1.0,23,118,0.59
2024-11-02 00:35:02,0.0,23,94,0.87
2024-11-02 00:35:03,5.0,8,127,0.73
2024-11-02 00:35:04,-5.0,8,63,0.9
2024-11-02 00:35:05,-2.0,23,58,0.62
2024-11-02 00:35:06,2.0,8,66,0.35
2024-11-02 00:35:07,-3.0,9,58,0.64
2024-11-02 00:35:08,-5.0,20,112,0.79
2024-11-02 00:35:09,-5.0,16,82,0.94
2024-11-02 00:35:10,0.0,8,100,0.89
2024-11-02 00:35:11,4.0,24,45,0.57
2024-11-02 00:35:12,5.0,5,78,0.37
2024-11-02 00:35:13,-5.0,23,44,0.23
2024-11-02 00:35:14,5.0,19,117,0.99
2024-11-02 00:35:15,0.0,7,46,0.31
2024-11-02 00:35:16,-5.0,7,107,0.52
2024-11-02 00:35:17,-4.0,22,71,0.69
2024-11-02 00:35:18,-2.0,11,79,0.56
2024-11-02 00:35:19,3.0,7,122,0.97
2024-11-02 00:35:20,-4.0,8,69,0.81
2024-11-02 00:35:21,4.0,10,89,0.56
2024-11-02 00:35:22,-3.0,20,127,0.32
2024-11-02 00:35:23,2.0,5,81,0.63
2024-11-02 00:35:24,3.0,22,86,0.6
2024-11-02 00:35:25,-2.0,25,100,0.83
2024-11-02 00:35:26,-1.0,11,97,0.25
2024-11-02 00:35:27,-1.0,14,117,0.48
2024-11-02 00:35:28,-3.0,6,99,0.76
2024-11-02 00:35:29,2.0,25,99,0.35
2024-11-02 00:35:30,4.0,5,46,0.66
2024-11-02 00:35:31,3.0,10,70,0.62
2024-11-02 00:35:32,2.0,23,108,0.87
2024-11-02 00:35:33,3.0,12,58,0.5
2024-11-02 00:35:34,-5.0,9,43,0.59
2024-11-02 00:35:35,-5.0,24,99,0.34
2024-11-02 00:35:36,1.0,12,101,0.4
2024-11-02 00:35:37,2.0,6,130,0.72
2024-11-02 00:35:38,-1.0,12,128,0.25
2024-11-02 00:35:39,-1.0,18,61,0.51
2024-11-02 00:35:40,1.0,15,77,0.37
2024-11-02 00:35:41,3.0,13,84,0.54
2024-11-02 00:35:42,4.0,13,72,0.34
2024-11-02 00:35:43,-5.0,16,67,0.33
2024-11-02 00:35:44,1.0,13,80,0.37
2024-11-02 00:35:45,-2.0,5,43,0.91
2024-11-02 00:35:46,2.0,13,76,0.46
2024-11-02 00:35:47,-1.0,9,58,0.85
2024-11-02 00:35:48,4.0,17,41,0.31
2024-11-02 00:35:49,5.0,14,64,0.42
2024-11-02 00:35:50,2.0,15,51,0.26
2024-11-02 00:35:51,0.0,10,55,0.44
2024-11-02 00:35:52,-2.0,15,90,0.57
2024-11-02 00:35:53,5.0,7,93,0.85
2024-11-02 00:35:54,-3.0,23,114,0.79
2024-11-02 00:35:55,-2.0,18,123,0.86
2024-11-02 00:35:56,5.0,14,68,0.76
2024-11-02 00:35:57,-4.0,14,108,0.3
2024-11-02 00:35:58,-3.0,23,108,0.42
2024-11-02 00:35:59,2.0,24,68,0.75
2024-11-02 00:36:00,4.0,17,88,0.71
2024-11-02 00:36:01,4.0,10,46,0.33
2024-11-02 00:36:02,-4.0,24,74,0.99
2024-11-02 00:36:03,-2.0,21,80,0.2
2024-11-02 00:36:04,5.0,12,47,0.3
2024-11-02 00:36:05,5.0,18,63,0.9
2024-11-02 00:36:06,-5.0,12,80,0.64
2024-11-02 00:36:07,-3.0,12,98,0.78
2024-11-02 00:36:08,-3.0,22,98,0.47
2024-11-02 00:36:09,-4.0,23,69,0.7
2024-11-02 00:36:10,-3.0,13,121,0.73
2024-11-02 00:36:11,4.0,18,47,0.5
2024-11-02 00:36:12,2.0,13,110,0.97
2024-11-02 00:36:13,1.0,11,88,0.9
2024-11-02 00:36:14,0.0,13,122,0.23
2024-11-02 00:36:15,5.0,20,54,0.39
2024-11-02 00:36:16,-5.0,12,49,0.76
2024-11-02 00:36:17,5.0,19,47,0.34
2024-11-02 00:36:18,1.0,19,62,0.51
2024-11-02 00:36:19,5.0,12,78,0.73
2024-11-02 00:36:20,-5.0,8,128,0.61
2024-11-02 00:36:21,-4.0,10,65,0.92
2024-11-02 00:36:22,1.0,25,111,0.36
2024-11-02 00:36:23,-5.0,16,107,0.5
2024-11-02 00:36:24,4.0,14,111,0.74
2024-11-02 00:36:25,-2.0,19,118,0.58
2024-11-02 00:36:26,3.0,19,94,0.22
2024-11-02 00:36:27,-4.0,16,117,0.38
2024-11-02 00:36:28,-2.0,18,107,0.81
2024-11-02 00:36:29,0.0,13,97,0.46
2024-11-02 00:36:30,-1.0,15,85,0.36
2024-11-02 00:36:31,2.0,20,82,0.85
2024-11-02 00:36:32,0.0,14,98,0.56
2024-11-02 00:36:33,1.0,6,84,0.42
2024-11-02 00:36:34,1.0,19,60,0.6
2024-11-02 00:36:35,5.0,21,50,0.57
2024-11-02 00:36:36,0.0,11,109,0.36
2024-11-02 00:36:37,0.0,6,58,0.75
2024-11-02 00:36:38,-4.0,15,93,0.56
2024-11-02 00:36:39,5.0,14,125,0.87
2024-11-02 00:36:40,3.0,18,92,0.58
2024-11-02 00:36:41,1.0,24,85,0.5
2024-11-02 00:36:42,3.0,25,48,0.84
2024-11-02 00:36:43,1.0,24,114,0.21
2024-11-02 00:36:44,4.0,13,44,0.68
2024-11-02 00:36:45,1.0,7,71,0.94
2024-11-02 00:36:46,3.0,5,126,0.3
2024-11-02 00:36:47,-4.0,12,101,0.95
2024-11-02 00:36:48,-4.0,8,63,0.87
2024-11-02 00:36:49,-1.0,5,40,0.78
2024-11-02 00:36:50,0.0,25,67,0.77
2024-11-02 00:36:51,-1.0,20,71,0.84
2024-11-02 00:36:52,2.0,21,76,0.86
2024-11-02 00:36:53,-4.0,16,111,0.4
2024-11-02 00:36:54,-2.0,20,69,0.51
2024-11-02 00:36:55,4.0,11,125,0.35
2024-11-02 00:36:56,-5.0,24,44,0.44
2024-11-02 00:36:57,2.0,6,43,0.72
2024-11-02 00:36:58,-2.0,6,120,0.5
2024-11-02 00:36:59,1.0,9,62,0.85
2024-11-02 00:37:00,-1.0,24,43,0.9
2024-11-02 00:37:01,5.0,15,67,0.82
2024-11-02 00:37:02,2.0,7,93,0.39
2024-11-02 00:37:03,0.0,5,95,0.75
2024-11-02 00:37:04,4.0,23,59,0.57
2024-11-02 00:37:05,3.0,6,78,0.76
2024-11-02 00:37:06,2.0,16,122,0.66
2024-11-02 00:37:07,5.0,6,46,0.38
2024-11-02 00:37:08,-1.0,21,95,0.87
2024-11-02 00:37:09,-3.0,12,116,0.37
2024-11-02 00:37:10,-1.0,8,64,0.48
2024-11-02 00:37:11,-2.0,16,107,0.78
2024-11-02 00:37:12,4.0,12,62,0.67
2024-11-02 00:37:13,-4.0,15,54,0.29
2024-11-02 00:37:14,-1.0,7,48,0.24
2024-11-02 00:37:15,2.0,17,55,0.53
2024-11-02 00:37:16,-1.0,9,72,0.85
2024-11-02 00:37:17,3.0,11,87,0.83
2024-11-02 00:37:18,3.0,11,64,0.46
2024-11-02 00:37:19,-5.0,23,63,0.26
2024-11-02 00:37:20,-1.0,11,103,0.82
2024-11-02 00:37:21,5.0,8,102,0.77
2024-11-02 00:37:22,-2.0,23,72,0.8
2024-11-02 00:37:23,2.0,8,108,0.39
2024-11-02 00:37:24,0.0,25,91,0.84
2024-11-02 00:37:25,3.0,17,56,0.72
2024-11-02 00:37:26,-1.0,13,55,0.25
2024-11-02 00:37:27,3.0,13,90,0.34
2024-11-02 00:37:28,2.0,13,104,0.31
2024-11-02 00:37:29,2.0,21,69,0.71
2024-11-02 00:37:30,0.0,16,53,0.8
2024-11-02 00:37:31,-5.0,19,101,0.62
2024-11-02 00:37:32,-2.0,9,113,0.35
2024-11-02 00:37:33,-2.0,19,129,0.24
2024-11-02 00:37:34,-4.0,11,66,0.72
2024-11-02 00:37:35,-4.0,16,122,0.81
2024-11-02 00:37:36,-2.0,7,118,0.87
2024-11-02 00:37:37,-1.0,19,103,0.86
2024-11-02 00:37:38,-5.0,19,72,0.68
2024-11-02 00:37:39,-5.0,6,66,0.76
2024-11-02 00:37:40,-1.0,21,50,0.5
2024-11-02 00:37:41,1.0,22,55,0.83
2024-11-02 00:37:42,1.0,13,112,0.24
2024-11-02 00:37:43,1.0,8,106,0.73
2024-11-02 00:37:44,0.0,17,113,0.53
2024-11-02 00:37:45,-2.0,16,123,0.43
2024-11-02 00:37:46,2.0,15,56,0.81
2024-11-02 00:37:47,-1.0,9,125,0.88
2024-11-02 00:37:48,0.0,22,76,0.32
2024-11-02 00:37:49,-5.0,25,75,0.3
2024-11-02 00:37:50,-1.0,24,94,0.37
2024-11-02 00:37:51,-1.0,9,111,0.94
2024-11-02 00:37:52,-5.0,6,75,0.27
2024-11-02 00:37:53,2.0,11,85,0.63
2024-11-02 00:37:54,4.0,16,89,0.86
2024-11-02 00:37:55,-3.0,5,65,0.78
2024-11-02 00:37:56,-4.0,20,82,0.84
2024-11-02 00:37:57,1.0,23,49,0.76
2024-11-02 00:37:58,4.0,22,92,0.29
2024-11-02 00:37:59,4.0,17,99,0.42
2024-11-02 00:38:00,3.0,15,78,0.28
2024-11-02 00:38:01,5.0,8,66,0.91
2024-11-02 00:38:02,2.0,15,122,0.66
2024-11-02 00:38:03,2.0,12,79,0.38
2024-11-02 00:38:04,-1.0,25,120,0.65
2024-11-02 00:38:05,-4.0,24,105,0.88
2024-11-02 00:38:06,-3.0,21,67,0.58
2024-11-02 00:38:07,-2.0,23,109,0.56
2024-11-02 00:38:08,-4.0,17,125,0.49
2024-11-02 00:38:09,-4.0,5,100,0.28
2024-11-02 00:38:10,-2.0,22,89,0.38
2024-11-02 00:38:11,-4.0,12,127,0.32
2024-11-02 00:38:12,-4.0,21,128,0.75
2024-11-02 00:38:13,-3.0,16,73,0.83
2024-11-02 00:38:14,-2.0,24,121,0.41
2024-11-02 00:38:15,-1.0,9,76,0.58
2024-11-02 00:38:16,2.0,18,67,0.98
2024-11-02 00:38:17,-3.0,16,85,0.24
2024-11-02 00:38:18,-3.0,22,114,0.6
2024-11-02 00:38:19,5.0,16,50,0.95
2024-11-02 00:38:20,-4.0,24,55,0.6
2024-11-02 00:38:21,-4.0,13,49,0.95
2024-11-02 00:38:22,3.0,25,98,0.84
2024-11-02 00:38:23,3.0,6,126,0.41
2024-11-02 00:38:24,5.0,24,62,0.67
2024-11-02 00:38:25,-1.0,19,104,0.85
2024-11-02 00:38:26,5.0,25,74,0.61
2024-11-02 00:38:27,0.0,21,87,0.31
2024-11-02 00:38:28,3.0,5,70,0.43
2024-11-02 00:38:29,-3.0,23,115,0.97
2024-11-02 00:38:30,4.0,13,43,0.56
2024-11-02 00:38:31,1.0,21,115,0.21
2024-11-02 00:38:32,0.0,22,75,0.79
2024-11-02 00:38:33,-1.0,13,49,0.53
2024-11-02 00:38:34,3.0,14,80,0.57
2024-11-02 00:38:35,-3.0,21,105,0.41
2024-11-02 00:38:36,-2.0,12,67,0.41
2024-11-02 00:38:37,-2.0,12,106,0.72
2024-11-02 00:38:38,-4.0,11,82,0.8
2024-11-02 00:38:39,5.0,25,59,0.41
2024-11-02 00:38:40,5.0,24,50,0.83
2024-11-02 00:38:41,-4.0,16,65,0.64
2024-11-02 00:38:42,4.0,20,99,0.2
2024-11-02 00:38:43,0.0,9,89,0.6
2024-11-02 00:38:44,5.0,8,41,0.39
2024-11-02 00:38:45,0.0,25,90,0.44
2024-11-02 00:38:46,1.0,12,127,0.52
2024-11-02 00:38:47,-3.0,17,53,0.9
2024-11-02 00:38:48,0.0,22,78,0.83
2024-11-02 00:38:49,-1.0,13,124,0.29
2024-11-02 00:38:50,-4.0,20,108,0.23
2024-11-02 00:38:51,1.0,22,87,0.86
2024-11-02 00:38:52,2.0,20,54,0.77
2024-11-02 00:38:53,0.0,18,45,0.62
2024-11-02 00:38:54,1.0,19,106,0.58
2024-11-02 00:38:55,2.0,6,114,0.21
2024-11-02 00:38:56,-1.0,15,42,0.78
2024-11-02 00:38:57,0.0,10,42,0.77
2024-11-02 00:38:58,-4.0,6,86,0.72
2024-11-02 00:38:59,-4.0,14,122,0.88
2024-11-02 00:39:00,-2.0,14,86,0.89
2024-11-02 00:39:01,5.0,7,101,0.41
2024-11-02 00:39:02,2.0,20,112,0.81
2024-11-02 00:39:03,-1.0,12,43,0.44
2024-11-02 00:39:04,1.0,17,70,0.87
2024-11-02 00:39:05,-5.0,25,115,0.87
2024-11-02 00:39:06,-4.0,23,72,0.7
2024-11-02 00:39:07,2.0,23,105,0.75
2024-11-02 00:39:08,-1.0,22,90,0.47
2024-11-02 00:39:09,0.0,10,122,0.52
2024-11-02 00:39:10,-3.0,14,86,0.74
2024-11-02 00:39:11,-1.0,16,69,0.44
2024-11-02 00:39:12,-4.0,13,64,0.75
2024-11-02 00:39:13,-2.0,10,56,0.81
2024-11-02 00:39:14,5.0,22,105,0.87
2024-11-02 00:39:15,-5.0,20,116,0.42
2024-11-02 00:39:16,1.0,12,91,0.93
2024-11-02 00:39:17,0.0,11,108,0.2
2024-11-02 00:39:18,4.0,11,66,0.93
2024-11-02 00:39:19,4.0,17,111,0.4
2024-11-02 00:39:20,5.0,22,104,0.3
2024-11-02 00:39:21,-4.0,9,97,0.9
2024-11-02 00:39:22,2.0,22,123,0.89
2024-11-02 00:39:23,4.0,19,58,0.4
2024-11-02 00:39:24,1.0,17,67,0.45
2024-11-02 00:39:25,2.0,5,79,0.79
2024-11-02 00:39:26,3.0,8,118,0.96
2024-11-02 00:39:27,1.0,18,61,0.91
2024-11-02 00:39:28,4.0,19,40,0.88
2024-11-02 00:39:29,5.0,14,61,0.51
2024-11-02 00:39:30,-1.0,12,48,0.32
2024-11-02 00:39:31,5.0,21,49,0.88
2024-11-02 00:39:32,4.0,6,105,0.25
2024-11-02 00:39:33,-3.0,5,61,0.73
2024-11-02 00:39:34,5.0,15,105,0.51
2024-11-02 00:39:35,1.0,9,83,0.38
2024-11-02 00:39:36,-3.0,25,65,0.38
2024-11-02 00:39:37,5.0,19,98,0.72
2024-11-02 00:39:38,-2.0,20,67,0.68
2024-11-02 00:39:39,5.0,5,90,0.48
2024-11-02 00:39:40,-2.0,14,126,0.85
2024-11-02 00:39:41,5.0,16,91,0.58
2024-11-02 00:39:42,1.0,13,89,0.53
2024-11-02 00:39:43,5.0,11,58,0.93
2024-11-02 00:39:44,4.0,13,118,0.63
2024-11-02 00:39:45,0.0,7,67,0.54
2024-11-02 00:39:46,-3.0,19,46,0.46
2024-11-02 00:39:47,-3.0,23,82,0.76
2024-11-02 00:39:48,4.0,5,45,0.79
2024-11-02 00:39:49,2.0,14,49,0.43
2024-11-02 00:39:50,-1.0,23,70,0.88
2024-11-02 00:39:51,1.0,6,63,0.4
2024-11-02 00:39:52,-4.0,16,86,0.74
2024-11-02 00:39:53,-1.0,12,54,0.97
2024-11-02 00:39:54,-5.0,15,45,0.99
2024-11-02 00:39:55,0.0,21,54,0.62
2024-11-02 00:39:56,-5.0,17,91,0.53
2024-11-02 00:39:57,3.0,15,52,0.79
2024-11-02 00:39:58,5.0,11,62,0.37
2024-11-02 00:39:59,3.0,21,87,0.31
2024-11-02 00:40:00,-5.0,23,97,0.55
2024-11-02 00:40:01,0.0,7,88,0.96
2024-11-02 00:40:02,-3.0,19,125,0.28
2024-11-02 00:40:03,2.0,18,66,0.62
2024-11-02 00:40:04,1.0,16,72,0.95
2024-11-02 00:40:05,-2.0,11,92,0.27
2024-11-02 00:40:06,-2.0,8,64,0.37
2024-11-02 00:40:07,-3.0,7,122,0.2
2024-11-02 00:40:08,5.0,11,78,0.92
2024-11-02 00:40:09,-4.0,15,127,0.97
2024-11-02 00:40:10,0.0,21,47,0.76
2024-11-02 00:40:11,-1.0,19,98,0.62
2024-11-02 00:40:12,5.0,25,58,0.83
2024-11-02 00:40:13,-2.0,21,122,0.54
2024-11-02 00:40:14,2.0,17,91,0.22
2024-11-02 00:40:15,-4.0,15,82,0.28
2024-11-02 00:40:16,-1.0,25,42,0.63
2024-11-02 00:40:17,-5.0,20,49,0.5
2024-11-02 00:40:18,1.0,12,87,0.74
2024-11-02 00:40:19,1.0,23,89,0.27
2024-11-02 00:40:20,-1.0,13,127,0.42
2024-11-02 00:40:21,-4.0,20,66,0.65
2024-11-02 00:40:22,-3.0,9,53,0.5
2024-11-02 00:40:23,1.0,14,123,0.93
2024-11-02 00:40:24,2.0,9,76,0.77
2024-11-02 00:40:25,-4.0,12,69,0.5
2024-11-02 00:40:26,4.0,17,89,0.58
2024-11-02 00:40:27,1.0,25,124,0.85
2024-11-02 00:40:28,0.0,21,79,0.23
2024-11-02 00:40:29,-4.0,23,77,0.58
2024-11-02 00:40:30,-1.0,13,88,0.33
2024-11-02 00:40:31,-3.0,21,64,0.81
2024-11-02 00:40:32,0.0,5,59,0.23
2024-11-02 00:40:33,-4.0,17,47,0.46
2024-11-02 00:40:34,4.0,18,74,0.68
2024-11-02 00:40:35,3.0,10,93,0.61
2024-11-02 00:40:36,-5.0,18,74,0.83
2024-11-02 00:40:37,0.0,5,40,0.59
2024-11-02 00:40:38,3.0,8,111,0.74
2024-11-02 00:40:39,3.0,15,61,0.47
2024-11-02 00:40:40,-1.0,15,72,0.83
2024-11-02 00:40:41,0.0,16,43,0.98
2024-11-02 00:40:42,4.0,14,109,0.31
2024-11-02 00:40:43,-1.0,12,57,0.9
2024-11-02 00:40:44,-1.0,13,110,0.23
2024-11-02 00:40:45,-1.0,24,102,0.32
2024-11-02 00:40:46,-5.0,7,116,0.85
2024-11-02 00:40:47,2.0,15,113,0.46
2024-11-02 00:40:48,-2.0,10,77,0.66
2024-11-02 00:40:49,-1.0,14,54,0.71
2024-11-02 00:40:50,4.0,11,42,0.48
2024-11-02 00:40:51,0.0,12,116,0.66
2024-11-02 00:40:52,-4.0,24,71,0.57
2024-11-02 00:40:53,-3.0,15,85,0.36
2024-11-02 00:40:54,5.0,17,96,0.54
2024-11-02 00:40:55,-4.0,18,62,0.48
2024-11-02 00:40:56,5.0,6,117,0.71
2024-11-02 00:40:57,-3.0,14,125,0.56
2024-11-02 00:40:58,-1.0,21,112,0.72
2024-11-02 00:40:59,-1.0,15,97,0.85
2024-11-02 00:41:00,-1.0,15,76,0.28
2024-11-02 00:41:01,-2.0,20,83,0.44
2024-11-02 00:41:02,4.0,18,76,0.47
2024-11-02 00:41:03,3.0,23,43,0.79
2024-11-02 00:41:04,1.0,19,93,0.58
2024-11-02 00:41:05,-5.0,22,125,0.67
2024-11-02 00:41:06,5.0,25,75,0.85
2024-11-02 00:41:07,-2.0,10,54,0.43
2024-11-02 00:41:08,4.0,22,110,0.39
2024-11-02 00:41:09,1.0,11,64,0.66
2024-11-02 00:41:10,4.0,24,117,0.88
2024-11-02 00:41:11,1.0,10,83,0.31
2024-11-02 00:41:12,0.0,17,74,0.83
2024-11-02 00:41:13,0.0,18,115,0.72
2024-11-02 00:41:14,4.0,23,83,0.65
2024-11-02 00:41:15,-2.0,9,77,0.29
2024-11-02 00:41:16,4.0,17,90,0.5
2024-11-02 00:41:17,3.0,11,56,0.8
2024-11-02 00:41:18,2.0,8,121,0.25
2024-11-02 00:41:19,1.0,8,85,0.8
2024-11-02 00:41:20,-2.0,18,55,0.21
2024-11-02 00:41:21,-4.0,12,69,0.58
2024-11-02 00:41:22,4.0,6,105,0.42
2024-11-02 00:41:23,-1.0,23,109,0.41
2024-11-02 00:41:24,1.0,6,97,0.24
2024-11-02 00:41:25,0.0,25,129,0.45
2024-11-02 00:41:26,-3.0,11,66,0.58
2024-11-02 00:41:27,0.0,23,107,0.86
2024-11-02 00:41:28,-3.0,10,96,0.98
2024-11-02 00:41:29,-1.0,21,46,0.22
2024-11-02 00:41:30,5.0,25,71,0.93
2024-11-02 00:41:31,3.0,9,89,0.63
2024-11-02 00:41:32,2.0,6,103,0.23
2024-11-02 00:41:33,2.0,19,55,0.85
2024-11-02 00:41:34,-3.0,24,62,0.87
2024-11-02 00:41:35,-2.0,5,57,0.67
2024-11-02 00:41:36,0.0,7,94,0.63
2024-11-02 00:41:37,4.0,16,123,1.0
2024-11-02 00:41:38,-4.0,22,48,0.66
2024-11-02 00:41:39,0.0,18,58,0.38
2024-11-02 00:41:40,0.0,18,76,0.94
2024-11-02 00:41:41,0.0,22,91,0.98
2024-11-02 00:41:42,5.0,25,78,0.57
2024-11-02 00:41:43,-3.0,6,96,0.5
2024-11-02 00:41:44,1.0,25,40,0.47
2024-11-02 00:41:45,3.0,12,85,0.82
2024-11-02 00:41:46,2.0,10,127,0.91
2024-11-02 00:41:47,1.0,19,46,0.73
2024-11-02 00:41:48,5.0,5,102,0.69
2024-11-02 00:41:49,-3.0,17,54,0.52
2024-11-02 00:41:50,4.0,10,89,0.69
2024-11-02 00:41:51,5.0,15,73,0.43
2024-11-02 00:41:52,-2.0,22,45,0.32
2024-11-02 00:41:53,1.0,17,65,0.48
2024-11-02 00:41:54,4.0,10,80,0.42
2024-11-02 00:41:55,1.0,5,129,0.59
2024-11-02 00:41:56,1.0,11,111,0.33
2024-11-02 00:41:57,-5.0,6,90,0.83
2024-11-02 00:41:58,0.0,22,58,0.54
2024-11-02 00:41:59,3.0,21,81,0.26
2024-11-02 00:42:00,1.0,14,107,0.52
2024-11-02 00:42:01,-1.0,25,128,0.4
2024-11-02 00:42:02,3.0,5,77,0.33
2024-11-02 00:42:03,3.0,12,123,0.55
2024-11-02 00:42:04,-1.0,19,50,0.29
2024-11-02 00:42:05,-5.0,13,52,0.93
2024-11-02 00:42:06,1.0,14,56,0.91
2024-11-02 00:42:07,3.0,16,48,0.42
2024-11-02 00:42:08,0.0,23,42,0.44
2024-11-02 00:42:09,2.0,20,61,0.99
2024-11-02 00:42:10,3.0,10,82,0.79
2024-11-02 00:42:11,0.0,21,64,0.98
2024-11-02 00:42:12,1.0,12,59,0.67
2024-11-02 00:42:13,0.0,6,127,0.28
2024-11-02 00:42:14,2.0,5,121,1.0
2024-11-02 00:42:15,-3.0,16,130,0.71
2024-11-02 00:42:16,-4.0,17,90,0.26
2024-11-02 00:42:17,-2.0,12,65,0.97
2024-11-02 00:42:18,-5.0,19,103,0.93
2024-11-02 00:42:19,-4.0,6,90,0.26
2024-11-02 00:42:20,2.0,18,80,0.92
2024-11-02 00:42:21,-1.0,18,68,0.29
2024-11-02 00:42:22,3.0,23,72,0.98
2024-11-02 00:42:23,2.0,7,74,0.21
2024-11-02 00:42:24,2.0,16,114,0.62
2024-11-02 00:42:25,5.0,11,40,0.22
2024-11-02 00:42:26,-1.0,15,84,0.82
2024-11-02 00:42:27,-3.0,20,108,0.4
2024-11-02 00:42:28,3.0,15,123,0.59
2024-11-02 00:42:29,5.0,21,127,0.8
2024-11-02 00:42:30,-3.0,20,113,0.62
2024-11-02 00:42:31,0.0,13,120,0.76
2024-11-02 00:42:32,1.0,17,129,0.58
2024-11-02 00:42:33,-1.0,12,109,0.58
2024-11-02 00:42:34,5.0,20,69,0.64
2024-11-02 00:42:35,0.0,21,87,0.8
2024-11-02 00:42:36,4.0,14,107,0.26
2024-11-02 00:42:37,0.0,17,64,0.56
2024-11-02 00:42:38,-3.0,8,92,0.91
2024-11-02 00:42:39,-3.0,22,50,0.91
2024-11-02 00:42:40,-3.0,13,81,0.25
2024-11-02 00:42:41,2.0,8,97,0.57
2024-11-02 00:42:42,2.0,10,123,0.6
2024-11-02 00:42:43,-3.0,14,88,0.64
2024-11-02 00:42:44,-5.0,17,96,0.9
2024-11-02 00:42:45,-4.0,14,75,0.29
2024-11-02 00:42:46,-1.0,5,71,0.75
2024-11-02 00:42:47,5.0,24,112,0.86
2024-11-02 00:42:48,-2.0,5,54,0.62
2024-11-02 00:42:49,2.0,6,92,1.0
2024-11-02 00:42:50,4.0,5,63,0.31
2024-11-02 00:42:51,-1.0,19,96,0.28
2024-11-02 00:42:52,-4.0,20,114,0.76
2024-11-02 00:42:53,-4.0,15,81,0.39
2024-11-02 00:42:54,5.0,8,55,0.25
2024-11-02 00:42:55,-2.0,23,75,0.68
2024-11-02 00:42:56,-5.0,9,116,0.61
2024-11-02 00:42:57,-1.0,15,64,0.62
2024-11-02 00:42:58,2.0,12,76,0.89
2024-11-02 00:42:59,0.0,25,71,0.81
2024-11-02 00:43:00,3.0,10,128,0.82
2024-11-02 00:43:01,3.0,7,83,0.24
2024-11-02 00:43:02,0.0,19,86,0.62
2024-11-02 00:43:03,2.0,12,80,0.23
2024-11-02 00:43:04,4.0,18,70,0.9
2024-11-02 00:43:05,-1.0,17,90,0.98
2024-11-02 00:43:06,5.0,5,63,0.23
2024-11-02 00:43:07,-3.0,18,104,0.68
2024-11-02 00:43:08,-3.0,19,99,0.41
2024-11-02 00:43:09,-2.0,21,62,0.76
2024-11-02 00:43:10,2.0,24,115,0.92
2024-11-02 00:43:11,-2.0,25,79,0.72
2024-11-02 00:43:12,3.0,6,117,0.37
2024-11-02 00:43:13,5.0,15,70,0.53
2024-11-02 00:43:14,-5.0,12,119,0.5
2024-11-02 00:43:15,0.0,13,84,0.94
2024-11-02 00:43:16,-3.0,5,84,0.79
2024-11-02 00:43:17,-5.0,7,111,1.0
2024-11-02 00:43:18,5.0,14,74,0.92
2024-11-02 00:43:19,4.0,15,72,0.98
2024-11-02 00:43:20,3.0,19,84,0.42
2024-11-02 00:43:21,-5.0,7,61,0.67
2024-11-02 00:43:22,-3.0,5,125,0.3
2024-11-02 00:43:23,3.0,16,63,0.41
2024-11-02 00:43:24,5.0,14,49,0.42
2024-11-02 00:43:25,-4.0,19,96,0.69
2024-11-02 00:43:26,5.0,17,78,0.26
2024-11-02 00:43:27,4.0,11,76,0.74
2024-11-02 00:43:28,3.0,22,55,0.27
2024-11-02 00:43:29,0.0,6,91,0.83
2024-11-02 00:43:30,4.0,21,67,0.81
2024-11-02 00:43:31,1.0,10,78,0.38
2024-11-02 00:43:32,-1.0,5,116,0.27
2024-11-02 00:43:33,1.0,18,110,0.83
2024-11-02 00:43:34,-5.0,7,121,0.25
2024-11-02 00:43:35,4.0,24,79,0.98
2024-11-02 00:43:36,4.0,13,79,0.37
2024-11-02 00:43:37,-4.0,15,87,0.83
2024-11-02 00:43:38,1.0,17,79,0.74
2024-11-02 00:43:39,-1.0,20,111,0.38
2024-11-02 00:43:40,-3.0,17,89,0.7
